setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount (Previous Year)
El Salvador,2007,life,Life Expectancy,74.7,DFC,0
El Salvador,2007,life,Life Expectancy,74.7,DOC,0
El Salvador,2007,life,Life Expectancy,74.7,DOE,0
El Salvador,2007,life,Life Expectancy,74.7,DOL,1232134
El Salvador,2007,life,Life Expectancy,74.7,DOT,0
El Salvador,2007,life,Life Expectancy,74.7,EPA,0
El Salvador,2007,life,Life Expectancy,74.7,FTC,0
El Salvador,2007,life,Life Expectancy,74.7,HHS,427304
El Salvador,2007,life,Life Expectancy,74.7,IAF,1187312
El Salvador,2007,life,Life Expectancy,74.7,LIC,0
El Salvador,2007,life,Life Expectancy,74.7,MCC,570080736
El Salvador,2007,life,Life Expectancy,74.7,NSF,0
El Salvador,2007,life,Life Expectancy,74.7,PC,3121724
El Salvador,2007,life,Life Expectancy,74.7,STATE,2047367
El Salvador,2007,life,Life Expectancy,74.7,TDA,41309
El Salvador,2007,life,Life Expectancy,74.7,TREAS,11705
El Salvador,2007,life,Life Expectancy,74.7,USAID,40897049
El Salvador,2008,life,Life Expectancy,74.1,ADF,0
El Salvador,2008,life,Life Expectancy,74.1,AGR,120715
El Salvador,2008,life,Life Expectancy,74.1,DFC,0
El Salvador,2008,life,Life Expectancy,74.1,DOC,24143
El Salvador,2008,life,Life Expectancy,74.1,DOE,0
El Salvador,2008,life,Life Expectancy,74.1,DOL,1134718
El Salvador,2008,life,Life Expectancy,74.1,DOT,0
El Salvador,2008,life,Life Expectancy,74.1,EPA,0
El Salvador,2008,life,Life Expectancy,74.1,FTC,0
El Salvador,2008,life,Life Expectancy,74.1,HHS,428537
El Salvador,2008,life,Life Expectancy,74.1,IAF,1531447
El Salvador,2008,life,Life Expectancy,74.1,LIC,0
El Salvador,2008,life,Life Expectancy,74.1,MCC,183742702
El Salvador,2008,life,Life Expectancy,74.1,NSF,0
El Salvador,2008,life,Life Expectancy,74.1,PC,2984634
El Salvador,2008,life,Life Expectancy,74.1,STATE,17763229
El Salvador,2008,life,Life Expectancy,74.1,TDA,1533287
El Salvador,2008,life,Life Expectancy,74.1,TREAS,0
El Salvador,2008,life,Life Expectancy,74.1,USAID,50866045
El Salvador,2009,life,Life Expectancy,75.2,ADF,0
El Salvador,2009,life,Life Expectancy,75.2,AGR,129754
El Salvador,2009,life,Life Expectancy,75.2,DFC,0
El Salvador,2009,life,Life Expectancy,75.2,DOC,594458
El Salvador,2009,life,Life Expectancy,75.2,DOE,73720
El Salvador,2009,life,Life Expectancy,75.2,DOL,0
El Salvador,2009,life,Life Expectancy,75.2,DOT,0
El Salvador,2009,life,Life Expectancy,75.2,EPA,0
El Salvador,2009,life,Life Expectancy,75.2,FTC,0
El Salvador,2009,life,Life Expectancy,75.2,HHS,0
El Salvador,2009,life,Life Expectancy,75.2,IAF,1426495
El Salvador,2009,life,Life Expectancy,75.2,LIC,0
El Salvador,2009,life,Life Expectancy,75.2,MCC,117524665
El Salvador,2009,life,Life Expectancy,75.2,NSF,0
El Salvador,2009,life,Life Expectancy,75.2,PC,3747464
El Salvador,2009,life,Life Expectancy,75.2,STATE,6764057
El Salvador,2009,life,Life Expectancy,75.2,TDA,0
El Salvador,2009,life,Life Expectancy,75.2,TREAS,0
El Salvador,2009,life,Life Expectancy,75.2,USAID,31053495
El Salvador,2010,life,Life Expectancy,75.1,ADF,0
El Salvador,2010,life,Life Expectancy,75.1,AGR,27311
El Salvador,2010,life,Life Expectancy,75.1,DFC,0
El Salvador,2010,life,Life Expectancy,75.1,DOC,0
El Salvador,2010,life,Life Expectancy,75.1,DOE,271806
El Salvador,2010,life,Life Expectancy,75.1,DOL,11832919
El Salvador,2010,life,Life Expectancy,75.1,DOT,0
El Salvador,2010,life,Life Expectancy,75.1,EPA,0
El Salvador,2010,life,Life Expectancy,75.1,FTC,0
El Salvador,2010,life,Life Expectancy,75.1,HHS,114779
El Salvador,2010,life,Life Expectancy,75.1,IAF,1433647
El Salvador,2010,life,Life Expectancy,75.1,LIC,0
El Salvador,2010,life,Life Expectancy,75.1,MCC,24753085
El Salvador,2010,life,Life Expectancy,75.1,NSF,0
El Salvador,2010,life,Life Expectancy,75.1,PC,3067365
El Salvador,2010,life,Life Expectancy,75.1,STATE,11742975
El Salvador,2010,life,Life Expectancy,75.1,TDA,0
El Salvador,2010,life,Life Expectancy,75.1,TREAS,559623
El Salvador,2010,life,Life Expectancy,75.1,USAID,36438375
El Salvador,2011,life,Life Expectancy,74.5,ADF,0
El Salvador,2011,life,Life Expectancy,74.5,AGR,0
El Salvador,2011,life,Life Expectancy,74.5,DFC,0
El Salvador,2011,life,Life Expectancy,74.5,DOC,0
El Salvador,2011,life,Life Expectancy,74.5,DOE,299555
El Salvador,2011,life,Life Expectancy,74.5,DOL,0
El Salvador,2011,life,Life Expectancy,74.5,DOT,0
El Salvador,2011,life,Life Expectancy,74.5,EPA,0
El Salvador,2011,life,Life Expectancy,74.5,FTC,0
El Salvador,2011,life,Life Expectancy,74.5,HHS,112529
El Salvador,2011,life,Life Expectancy,74.5,IAF,1173294
El Salvador,2011,life,Life Expectancy,74.5,LIC,0
El Salvador,2011,life,Life Expectancy,74.5,MCC,18414962
El Salvador,2011,life,Life Expectancy,74.5,NSF,0
El Salvador,2011,life,Life Expectancy,74.5,PC,3030538
El Salvador,2011,life,Life Expectancy,74.5,STATE,10273866
El Salvador,2011,life,Life Expectancy,74.5,TDA,394677
El Salvador,2011,life,Life Expectancy,74.5,TREAS,369339
El Salvador,2011,life,Life Expectancy,74.5,USAID,71669674
El Salvador,2012,life,Life Expectancy,74.3,ADF,0
El Salvador,2012,life,Life Expectancy,74.3,AGR,0
El Salvador,2012,life,Life Expectancy,74.3,DFC,0
El Salvador,2012,life,Life Expectancy,74.3,DOC,0
El Salvador,2012,life,Life Expectancy,74.3,DOE,216220
El Salvador,2012,life,Life Expectancy,74.3,DOL,4554253
El Salvador,2012,life,Life Expectancy,74.3,DOT,0
El Salvador,2012,life,Life Expectancy,74.3,EPA,56928
El Salvador,2012,life,Life Expectancy,74.3,FTC,0
El Salvador,2012,life,Life Expectancy,74.3,HHS,0
El Salvador,2012,life,Life Expectancy,74.3,IAF,1366405
El Salvador,2012,life,Life Expectancy,74.3,LIC,0
El Salvador,2012,life,Life Expectancy,74.3,MCC,17900073
El Salvador,2012,life,Life Expectancy,74.3,NSF,0
El Salvador,2012,life,Life Expectancy,74.3,PC,2181380
El Salvador,2012,life,Life Expectancy,74.3,STATE,6647610
El Salvador,2012,life,Life Expectancy,74.3,TDA,1578652
El Salvador,2012,life,Life Expectancy,74.3,TREAS,508667
El Salvador,2012,life,Life Expectancy,74.3,USAID,52296216
El Salvador,2013,life,Life Expectancy,73.5,ADF,0
El Salvador,2013,life,Life Expectancy,73.5,AGR,0
El Salvador,2013,life,Life Expectancy,73.5,DFC,0
El Salvador,2013,life,Life Expectancy,73.5,DOC,0
El Salvador,2013,life,Life Expectancy,73.5,DOE,210508
El Salvador,2013,life,Life Expectancy,73.5,DOL,0
El Salvador,2013,life,Life Expectancy,73.5,DOT,0
El Salvador,2013,life,Life Expectancy,73.5,EPA,0
El Salvador,2013,life,Life Expectancy,73.5,FTC,0
El Salvador,2013,life,Life Expectancy,73.5,HHS,0
El Salvador,2013,life,Life Expectancy,73.5,IAF,1159927
El Salvador,2013,life,Life Expectancy,73.5,LIC,0
El Salvador,2013,life,Life Expectancy,73.5,MCC,7306579
El Salvador,2013,life,Life Expectancy,73.5,NSF,0
El Salvador,2013,life,Life Expectancy,73.5,PC,2014955
El Salvador,2013,life,Life Expectancy,73.5,STATE,233578
El Salvador,2013,life,Life Expectancy,73.5,TDA,3354
El Salvador,2013,life,Life Expectancy,73.5,TREAS,878041
El Salvador,2013,life,Life Expectancy,73.5,USAID,69145126
El Salvador,2014,life,Life Expectancy,73.4,ADF,0
El Salvador,2014,life,Life Expectancy,73.4,AGR,149364
El Salvador,2014,life,Life Expectancy,73.4,DFC,0
El Salvador,2014,life,Life Expectancy,73.4,DOC,0
El Salvador,2014,life,Life Expectancy,73.4,DOE,613893
El Salvador,2014,life,Life Expectancy,73.4,DOL,0
El Salvador,2014,life,Life Expectancy,73.4,DOT,0
El Salvador,2014,life,Life Expectancy,73.4,EPA,0
El Salvador,2014,life,Life Expectancy,73.4,FTC,0
El Salvador,2014,life,Life Expectancy,73.4,HHS,0
El Salvador,2014,life,Life Expectancy,73.4,IAF,1280157
El Salvador,2014,life,Life Expectancy,73.4,LIC,0
El Salvador,2014,life,Life Expectancy,73.4,MCC,13827103
El Salvador,2014,life,Life Expectancy,73.4,NSF,0
El Salvador,2014,life,Life Expectancy,73.4,PC,2204639
El Salvador,2014,life,Life Expectancy,73.4,STATE,59085
El Salvador,2014,life,Life Expectancy,73.4,TDA,0
El Salvador,2014,life,Life Expectancy,73.4,TREAS,1463547
El Salvador,2014,life,Life Expectancy,73.4,USAID,73568071
El Salvador,2015,life,Life Expectancy,75.2,ADF,0
El Salvador,2015,life,Life Expectancy,75.2,AGR,0
El Salvador,2015,life,Life Expectancy,75.2,DFC,0
El Salvador,2015,life,Life Expectancy,75.2,DOC,0
El Salvador,2015,life,Life Expectancy,75.2,DOE,0
El Salvador,2015,life,Life Expectancy,75.2,DOL,0
El Salvador,2015,life,Life Expectancy,75.2,DOT,0
El Salvador,2015,life,Life Expectancy,75.2,EPA,0
El Salvador,2015,life,Life Expectancy,75.2,FTC,0
El Salvador,2015,life,Life Expectancy,75.2,HHS,0
El Salvador,2015,life,Life Expectancy,75.2,IAF,1002111
El Salvador,2015,life,Life Expectancy,75.2,LIC,0
El Salvador,2015,life,Life Expectancy,75.2,MCC,292061492
El Salvador,2015,life,Life Expectancy,75.2,NSF,0
El Salvador,2015,life,Life Expectancy,75.2,PC,2424814
El Salvador,2015,life,Life Expectancy,75.2,STATE,71638
El Salvador,2015,life,Life Expectancy,75.2,TDA,0
El Salvador,2015,life,Life Expectancy,75.2,TREAS,483431
El Salvador,2015,life,Life Expectancy,75.2,USAID,55014474
El Salvador,2016,life,Life Expectancy,75.4,ADF,0
El Salvador,2016,life,Life Expectancy,75.4,AGR,153525
El Salvador,2016,life,Life Expectancy,75.4,DFC,0
El Salvador,2016,life,Life Expectancy,75.4,DOC,0
El Salvador,2016,life,Life Expectancy,75.4,DOE,0
El Salvador,2016,life,Life Expectancy,75.4,DOL,0
El Salvador,2016,life,Life Expectancy,75.4,DOT,0
El Salvador,2016,life,Life Expectancy,75.4,EPA,0
El Salvador,2016,life,Life Expectancy,75.4,FTC,0
El Salvador,2016,life,Life Expectancy,75.4,HHS,0
El Salvador,2016,life,Life Expectancy,75.4,IAF,658835
El Salvador,2016,life,Life Expectancy,75.4,LIC,0
El Salvador,2016,life,Life Expectancy,75.4,MCC,9871997
El Salvador,2016,life,Life Expectancy,75.4,NSF,0
El Salvador,2016,life,Life Expectancy,75.4,PC,1165056
El Salvador,2016,life,Life Expectancy,75.4,STATE,349982
El Salvador,2016,life,Life Expectancy,75.4,TDA,0
El Salvador,2016,life,Life Expectancy,75.4,TREAS,628793
El Salvador,2016,life,Life Expectancy,75.4,USAID,64570848
El Salvador,2017,life,Life Expectancy,75.6,ADF,0
El Salvador,2017,life,Life Expectancy,75.6,AGR,0
El Salvador,2017,life,Life Expectancy,75.6,DFC,0
El Salvador,2017,life,Life Expectancy,75.6,DOC,0
El Salvador,2017,life,Life Expectancy,75.6,DOE,0
El Salvador,2017,life,Life Expectancy,75.6,DOL,0
El Salvador,2017,life,Life Expectancy,75.6,DOT,0
El Salvador,2017,life,Life Expectancy,75.6,EPA,0
El Salvador,2017,life,Life Expectancy,75.6,FTC,0
El Salvador,2017,life,Life Expectancy,75.6,HHS,0
El Salvador,2017,life,Life Expectancy,75.6,IAF,517745
El Salvador,2017,life,Life Expectancy,75.6,LIC,0
El Salvador,2017,life,Life Expectancy,75.6,MCC,3163608
El Salvador,2017,life,Life Expectancy,75.6,NSF,0
El Salvador,2017,life,Life Expectancy,75.6,PC,59169
El Salvador,2017,life,Life Expectancy,75.6,STATE,217991
El Salvador,2017,life,Life Expectancy,75.6,TDA,0
El Salvador,2017,life,Life Expectancy,75.6,TREAS,1400294
El Salvador,2017,life,Life Expectancy,75.6,USAID,111329566
El Salvador,2018,life,Life Expectancy,75.7,ADF,0
El Salvador,2018,life,Life Expectancy,75.7,AGR,151990
El Salvador,2018,life,Life Expectancy,75.7,DFC,0
El Salvador,2018,life,Life Expectancy,75.7,DOC,0
El Salvador,2018,life,Life Expectancy,75.7,DOE,0
El Salvador,2018,life,Life Expectancy,75.7,DOL,0
El Salvador,2018,life,Life Expectancy,75.7,DOT,0
El Salvador,2018,life,Life Expectancy,75.7,EPA,0
El Salvador,2018,life,Life Expectancy,75.7,FTC,0
El Salvador,2018,life,Life Expectancy,75.7,HHS,119736
El Salvador,2018,life,Life Expectancy,75.7,IAF,805454
El Salvador,2018,life,Life Expectancy,75.7,LIC,0
El Salvador,2018,life,Life Expectancy,75.7,MCC,10966601
El Salvador,2018,life,Life Expectancy,75.7,NSF,0
El Salvador,2018,life,Life Expectancy,75.7,PC,83
El Salvador,2018,life,Life Expectancy,75.7,STATE,315961
El Salvador,2018,life,Life Expectancy,75.7,TDA,0
El Salvador,2018,life,Life Expectancy,75.7,TREAS,525728
El Salvador,2018,life,Life Expectancy,75.7,USAID,88962855
El Salvador,2019,life,Life Expectancy,75.1,ADF,0
El Salvador,2019,life,Life Expectancy,75.1,AGR,0
El Salvador,2019,life,Life Expectancy,75.1,DFC,0
El Salvador,2019,life,Life Expectancy,75.1,DOC,0
El Salvador,2019,life,Life Expectancy,75.1,DOE,0
El Salvador,2019,life,Life Expectancy,75.1,DOL,0
El Salvador,2019,life,Life Expectancy,75.1,DOT,0
El Salvador,2019,life,Life Expectancy,75.1,EPA,0
El Salvador,2019,life,Life Expectancy,75.1,FTC,2101
El Salvador,2019,life,Life Expectancy,75.1,HHS,175644
El Salvador,2019,life,Life Expectancy,75.1,IAF,107707
El Salvador,2019,life,Life Expectancy,75.1,LIC,0
El Salvador,2019,life,Life Expectancy,75.1,MCC,22106961
El Salvador,2019,life,Life Expectancy,75.1,NSF,0
El Salvador,2019,life,Life Expectancy,75.1,PC,0
El Salvador,2019,life,Life Expectancy,75.1,STATE,554166
El Salvador,2019,life,Life Expectancy,75.1,TDA,0
El Salvador,2019,life,Life Expectancy,75.1,TREAS,39897
El Salvador,2019,life,Life Expectancy,75.1,USAID,73193503
El Salvador,2020,life,Life Expectancy,76.2,ADF,0
El Salvador,2020,life,Life Expectancy,76.2,AGR,0
El Salvador,2020,life,Life Expectancy,76.2,DFC,0
El Salvador,2020,life,Life Expectancy,76.2,DOC,0
El Salvador,2020,life,Life Expectancy,76.2,DOE,0
El Salvador,2020,life,Life Expectancy,76.2,DOL,0
El Salvador,2020,life,Life Expectancy,76.2,DOT,0
El Salvador,2020,life,Life Expectancy,76.2,EPA,0
El Salvador,2020,life,Life Expectancy,76.2,FTC,0
El Salvador,2020,life,Life Expectancy,76.2,HHS,0
El Salvador,2020,life,Life Expectancy,76.2,IAF,2224009
El Salvador,2020,life,Life Expectancy,76.2,LIC,0
El Salvador,2020,life,Life Expectancy,76.2,MCC,13791813
El Salvador,2020,life,Life Expectancy,76.2,NSF,0
El Salvador,2020,life,Life Expectancy,76.2,PC,0
El Salvador,2020,life,Life Expectancy,76.2,STATE,37423381
El Salvador,2020,life,Life Expectancy,76.2,TDA,0
El Salvador,2020,life,Life Expectancy,76.2,TREAS,0
El Salvador,2020,life,Life Expectancy,76.2,USAID,50612717
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,ADF,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,AGR,13438420
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,DFC,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,DOC,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,DOE,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,DOL,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,DOT,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,EPA,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,FTC,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,HHS,620262
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,IAF,1401296
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,LIC,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,MCC,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,NSF,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,PC,3399035
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,STATE,68918
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,TDA,41351
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,TREAS,0
El Salvador,2003,obesitya,Obesity prevalence among adults (%),-15.5,USAID,101552234
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,ADF,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,AGR,16663384
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,DFC,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,DOC,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,DOE,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,DOL,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,DOT,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,EPA,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,FTC,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,HHS,605734
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,IAF,197019
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,LIC,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,MCC,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,NSF,0
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,PC,2904832
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,STATE,398473
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,TDA,975538
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,TREAS,201911
El Salvador,2004,obesitya,Obesity prevalence among adults (%),-16,USAID,62736945
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,ADF,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,AGR,5489943
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,DFC,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,DOC,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,DOE,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,DOL,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,DOT,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,EPA,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,FTC,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,HHS,522466
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,IAF,74934
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,LIC,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,MCC,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,NSF,0
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,PC,2676941
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,STATE,1299869
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,TDA,8816
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,TREAS,267764
El Salvador,2005,obesitya,Obesity prevalence among adults (%),-16.5,USAID,33423611
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,ADF,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,AGR,1102257
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,DFC,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,DOC,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,DOE,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,DOL,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,DOT,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,EPA,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,FTC,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,HHS,506265
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,IAF,1982720
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,LIC,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,MCC,2578745
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,NSF,0
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,PC,3209733
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,STATE,1601290
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,TDA,319987
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,TREAS,186443
El Salvador,2006,obesitya,Obesity prevalence among adults (%),-17,USAID,48501608
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,ADF,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,AGR,6604017
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,DFC,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,DOC,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,DOE,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,DOL,1232134
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,DOT,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,EPA,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,FTC,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,HHS,427304
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,IAF,1187312
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,LIC,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,MCC,570080736
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,NSF,0
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,PC,3121724
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,STATE,2047367
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,TDA,41309
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,TREAS,11705
El Salvador,2007,obesitya,Obesity prevalence among adults (%),-17.5,USAID,40897049
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,ADF,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,AGR,120715
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,DFC,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,DOC,24143
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,DOE,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,DOL,1134718
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,DOT,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,EPA,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,FTC,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,HHS,428537
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,IAF,1531447
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,LIC,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,MCC,183742702
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,NSF,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,PC,2984634
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,STATE,17763229
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,TDA,1533287
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,TREAS,0
El Salvador,2008,obesitya,Obesity prevalence among adults (%),-18,USAID,50866045
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,ADF,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,AGR,129754
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,DFC,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,DOC,594458
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,DOE,73720
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,DOL,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,DOT,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,EPA,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,FTC,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,HHS,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,IAF,1426495
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,LIC,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,MCC,117524665
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,NSF,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,PC,3747464
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,STATE,6764057
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,TDA,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,TREAS,0
El Salvador,2009,obesitya,Obesity prevalence among adults (%),-18.5,USAID,31053495
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,ADF,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,AGR,27311
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,DFC,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,DOC,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,DOE,271806
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,DOL,11832919
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,DOT,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,EPA,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,FTC,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,HHS,114779
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,IAF,1433647
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,LIC,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,MCC,24753085
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,NSF,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,PC,3067365
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,STATE,11742975
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,TDA,0
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,TREAS,559623
El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19,USAID,36438375
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,ADF,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,AGR,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,DFC,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,DOC,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,DOE,299555
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,DOL,0
