,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount,country_year,country_year_indicator,country_year_indicator_agency
5788,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DFC,0,,,Ethiopia_2006_alcohol_DFC
5789,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOC,0,,,Ethiopia_2006_alcohol_DOC
5790,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOE,0,,,Ethiopia_2006_alcohol_DOE
5791,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOL,0,,,Ethiopia_2006_alcohol_DOL
5792,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOT,0,,,Ethiopia_2006_alcohol_DOT
5793,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,EPA,0,,,Ethiopia_2006_alcohol_EPA
5794,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,FTC,0,,,Ethiopia_2006_alcohol_FTC
5795,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,IAF,0,,,Ethiopia_2006_alcohol_IAF
5796,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,LIC,0,,,Ethiopia_2006_alcohol_LIC
5797,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,MCC,0,,,Ethiopia_2006_alcohol_MCC
5798,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,NSF,0,,,Ethiopia_2006_alcohol_NSF
5799,Ethiopia,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,PC,0,,,Ethiopia_2006_alcohol_PC
5800,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,ADF,0,,,Ethiopia_2006_hh_ADF
5801,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,DFC,0,,,Ethiopia_2006_hh_DFC
5802,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,DOC,0,,,Ethiopia_2006_hh_DOC
5803,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,DOE,0,,,Ethiopia_2006_hh_DOE
5804,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,DOL,0,,,Ethiopia_2006_hh_DOL
5805,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,DOT,0,,,Ethiopia_2006_hh_DOT
5806,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,EPA,0,,,Ethiopia_2006_hh_EPA
5807,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,FTC,0,,,Ethiopia_2006_hh_FTC
5808,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,IAF,0,,,Ethiopia_2006_hh_IAF
5809,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,LIC,0,,,Ethiopia_2006_hh_LIC
5810,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,MCC,0,,,Ethiopia_2006_hh_MCC
5811,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,NSF,0,,,Ethiopia_2006_hh_NSF
5812,Ethiopia,2006,hh,Population using safely managed drinking water services (%),18.5,PC,0,,,Ethiopia_2006_hh_PC
5813,Ethiopia,2006,life,Life Expectancy,59.5,ADF,0,,,Ethiopia_2006_life_ADF
5814,Ethiopia,2006,life,Life Expectancy,59.5,DFC,0,,,Ethiopia_2006_life_DFC
5815,Ethiopia,2006,life,Life Expectancy,59.5,DOC,0,,,Ethiopia_2006_life_DOC
5816,Ethiopia,2006,life,Life Expectancy,59.5,DOE,0,,,Ethiopia_2006_life_DOE
5817,Ethiopia,2006,life,Life Expectancy,59.5,DOL,0,,,Ethiopia_2006_life_DOL
5818,Ethiopia,2006,life,Life Expectancy,59.5,DOT,0,,,Ethiopia_2006_life_DOT
5819,Ethiopia,2006,life,Life Expectancy,59.5,EPA,0,,,Ethiopia_2006_life_EPA
5820,Ethiopia,2006,life,Life Expectancy,59.5,FTC,0,,,Ethiopia_2006_life_FTC
5821,Ethiopia,2006,life,Life Expectancy,59.5,IAF,0,,,Ethiopia_2006_life_IAF
5822,Ethiopia,2006,life,Life Expectancy,59.5,LIC,0,,,Ethiopia_2006_life_LIC
5823,Ethiopia,2006,life,Life Expectancy,59.5,MCC,0,,,Ethiopia_2006_life_MCC
5824,Ethiopia,2006,life,Life Expectancy,59.5,NSF,0,,,Ethiopia_2006_life_NSF
5825,Ethiopia,2006,life,Life Expectancy,59.5,PC,0,,,Ethiopia_2006_life_PC
5826,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,ADF,0,,,Ethiopia_2006_obesitya_ADF
5827,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,DFC,0,,,Ethiopia_2006_obesitya_DFC
5828,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,DOC,0,,,Ethiopia_2006_obesitya_DOC
5829,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,DOE,0,,,Ethiopia_2006_obesitya_DOE
5830,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,DOL,0,,,Ethiopia_2006_obesitya_DOL
5831,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,DOT,0,,,Ethiopia_2006_obesitya_DOT
5832,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,EPA,0,,,Ethiopia_2006_obesitya_EPA
5833,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,FTC,0,,,Ethiopia_2006_obesitya_FTC
5834,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,IAF,0,,,Ethiopia_2006_obesitya_IAF
5835,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,LIC,0,,,Ethiopia_2006_obesitya_LIC
5836,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,MCC,0,,,Ethiopia_2006_obesitya_MCC
5837,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,NSF,0,,,Ethiopia_2006_obesitya_NSF
5838,Ethiopia,2006,obesitya,Obesity prevalence among adults (%),-2.0,PC,0,,,Ethiopia_2006_obesitya_PC
5839,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,ADF,0,,,Ethiopia_2006_u5mr_ADF
5840,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,DFC,0,,,Ethiopia_2006_u5mr_DFC
5841,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,DOC,0,,,Ethiopia_2006_u5mr_DOC
5842,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,DOE,0,,,Ethiopia_2006_u5mr_DOE
5843,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,DOL,0,,,Ethiopia_2006_u5mr_DOL
5844,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,DOT,0,,,Ethiopia_2006_u5mr_DOT
5845,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,EPA,0,,,Ethiopia_2006_u5mr_EPA
5846,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,FTC,0,,,Ethiopia_2006_u5mr_FTC
5847,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,IAF,0,,,Ethiopia_2006_u5mr_IAF
5848,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,LIC,0,,,Ethiopia_2006_u5mr_LIC
5849,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,MCC,0,,,Ethiopia_2006_u5mr_MCC
5850,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,NSF,0,,,Ethiopia_2006_u5mr_NSF
5851,Ethiopia,2006,u5mr,Under-five mortality rate,-10.25,PC,0,,,Ethiopia_2006_u5mr_PC
5852,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,ADF,0,,,Ethiopia_2007_alcohol_ADF
5853,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DFC,0,,,Ethiopia_2007_alcohol_DFC
5854,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOC,0,,,Ethiopia_2007_alcohol_DOC
5855,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOL,0,,,Ethiopia_2007_alcohol_DOL
5856,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOT,0,,,Ethiopia_2007_alcohol_DOT
5857,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,EPA,0,,,Ethiopia_2007_alcohol_EPA
5858,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,FTC,0,,,Ethiopia_2007_alcohol_FTC
5859,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,IAF,0,,,Ethiopia_2007_alcohol_IAF
5860,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,LIC,0,,,Ethiopia_2007_alcohol_LIC
5861,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,MCC,0,,,Ethiopia_2007_alcohol_MCC
5862,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,NSF,0,,,Ethiopia_2007_alcohol_NSF
5863,Ethiopia,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,TDA,0,,,Ethiopia_2007_alcohol_TDA
5864,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,ADF,0,,,Ethiopia_2007_hh_ADF
5865,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,DFC,0,,,Ethiopia_2007_hh_DFC
5866,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,DOC,0,,,Ethiopia_2007_hh_DOC
5867,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,DOL,0,,,Ethiopia_2007_hh_DOL
5868,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,DOT,0,,,Ethiopia_2007_hh_DOT
5869,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,EPA,0,,,Ethiopia_2007_hh_EPA
5870,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,FTC,0,,,Ethiopia_2007_hh_FTC
5871,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,IAF,0,,,Ethiopia_2007_hh_IAF
5872,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,LIC,0,,,Ethiopia_2007_hh_LIC
5873,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,MCC,0,,,Ethiopia_2007_hh_MCC
5874,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,NSF,0,,,Ethiopia_2007_hh_NSF
5875,Ethiopia,2007,hh,Population using safely managed drinking water services (%),18.5,TDA,0,,,Ethiopia_2007_hh_TDA
5876,Ethiopia,2007,life,Life Expectancy,60.8,ADF,0,,,Ethiopia_2007_life_ADF
5877,Ethiopia,2007,life,Life Expectancy,60.8,DFC,0,,,Ethiopia_2007_life_DFC
5878,Ethiopia,2007,life,Life Expectancy,60.8,DOC,0,,,Ethiopia_2007_life_DOC
5879,Ethiopia,2007,life,Life Expectancy,60.8,DOL,0,,,Ethiopia_2007_life_DOL
5880,Ethiopia,2007,life,Life Expectancy,60.8,DOT,0,,,Ethiopia_2007_life_DOT
5881,Ethiopia,2007,life,Life Expectancy,60.8,EPA,0,,,Ethiopia_2007_life_EPA
5882,Ethiopia,2007,life,Life Expectancy,60.8,FTC,0,,,Ethiopia_2007_life_FTC
5883,Ethiopia,2007,life,Life Expectancy,60.8,IAF,0,,,Ethiopia_2007_life_IAF
5884,Ethiopia,2007,life,Life Expectancy,60.8,LIC,0,,,Ethiopia_2007_life_LIC
5885,Ethiopia,2007,life,Life Expectancy,60.8,MCC,0,,,Ethiopia_2007_life_MCC
5886,Ethiopia,2007,life,Life Expectancy,60.8,NSF,0,,,Ethiopia_2007_life_NSF
5887,Ethiopia,2007,life,Life Expectancy,60.8,TDA,0,,,Ethiopia_2007_life_TDA
5888,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,ADF,0,,,Ethiopia_2007_obesitya_ADF
5889,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,DFC,0,,,Ethiopia_2007_obesitya_DFC
5890,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,DOC,0,,,Ethiopia_2007_obesitya_DOC
5891,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,DOL,0,,,Ethiopia_2007_obesitya_DOL
5892,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,DOT,0,,,Ethiopia_2007_obesitya_DOT
5893,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,EPA,0,,,Ethiopia_2007_obesitya_EPA
5894,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,FTC,0,,,Ethiopia_2007_obesitya_FTC
5895,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,IAF,0,,,Ethiopia_2007_obesitya_IAF
5896,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,LIC,0,,,Ethiopia_2007_obesitya_LIC
5897,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,MCC,0,,,Ethiopia_2007_obesitya_MCC
5898,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,NSF,0,,,Ethiopia_2007_obesitya_NSF
5899,Ethiopia,2007,obesitya,Obesity prevalence among adults (%),-2.5,TDA,0,,,Ethiopia_2007_obesitya_TDA
5900,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,ADF,0,,,Ethiopia_2007_u5mr_ADF
5901,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,DFC,0,,,Ethiopia_2007_u5mr_DFC
5902,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,DOC,0,,,Ethiopia_2007_u5mr_DOC
5903,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,DOL,0,,,Ethiopia_2007_u5mr_DOL
5904,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,DOT,0,,,Ethiopia_2007_u5mr_DOT
5905,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,EPA,0,,,Ethiopia_2007_u5mr_EPA
5906,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,FTC,0,,,Ethiopia_2007_u5mr_FTC
5907,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,IAF,0,,,Ethiopia_2007_u5mr_IAF
5908,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,LIC,0,,,Ethiopia_2007_u5mr_LIC
5909,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,MCC,0,,,Ethiopia_2007_u5mr_MCC
5910,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,NSF,0,,,Ethiopia_2007_u5mr_NSF
5911,Ethiopia,2007,u5mr,Under-five mortality rate,-9.7,TDA,0,,,Ethiopia_2007_u5mr_TDA
5912,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,ADF,0,,,Ethiopia_2008_alcohol_ADF
5913,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DFC,0,,,Ethiopia_2008_alcohol_DFC
5914,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOC,0,,,Ethiopia_2008_alcohol_DOC
5915,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOL,0,,,Ethiopia_2008_alcohol_DOL
5916,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOT,0,,,Ethiopia_2008_alcohol_DOT
5917,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,EPA,0,,,Ethiopia_2008_alcohol_EPA
5918,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,FTC,0,,,Ethiopia_2008_alcohol_FTC
5919,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,IAF,0,,,Ethiopia_2008_alcohol_IAF
5920,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,LIC,0,,,Ethiopia_2008_alcohol_LIC
5921,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,MCC,0,,,Ethiopia_2008_alcohol_MCC
5922,Ethiopia,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,NSF,0,,,Ethiopia_2008_alcohol_NSF
5923,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,ADF,0,,,Ethiopia_2008_hh_ADF
5924,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,DFC,0,,,Ethiopia_2008_hh_DFC
5925,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,DOC,0,,,Ethiopia_2008_hh_DOC
5926,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,DOL,0,,,Ethiopia_2008_hh_DOL
5927,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,DOT,0,,,Ethiopia_2008_hh_DOT
5928,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,EPA,0,,,Ethiopia_2008_hh_EPA
5929,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,FTC,0,,,Ethiopia_2008_hh_FTC
5930,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,IAF,0,,,Ethiopia_2008_hh_IAF
5931,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,LIC,0,,,Ethiopia_2008_hh_LIC
5932,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,MCC,0,,,Ethiopia_2008_hh_MCC
5933,Ethiopia,2008,hh,Population using safely managed drinking water services (%),19.0,NSF,0,,,Ethiopia_2008_hh_NSF
5934,Ethiopia,2008,life,Life Expectancy,61.9,ADF,0,,,Ethiopia_2008_life_ADF
5935,Ethiopia,2008,life,Life Expectancy,61.9,DFC,0,,,Ethiopia_2008_life_DFC
5936,Ethiopia,2008,life,Life Expectancy,61.9,DOC,0,,,Ethiopia_2008_life_DOC
5937,Ethiopia,2008,life,Life Expectancy,61.9,DOL,0,,,Ethiopia_2008_life_DOL
5938,Ethiopia,2008,life,Life Expectancy,61.9,DOT,0,,,Ethiopia_2008_life_DOT
5939,Ethiopia,2008,life,Life Expectancy,61.9,EPA,0,,,Ethiopia_2008_life_EPA
5940,Ethiopia,2008,life,Life Expectancy,61.9,FTC,0,,,Ethiopia_2008_life_FTC
5941,Ethiopia,2008,life,Life Expectancy,61.9,IAF,0,,,Ethiopia_2008_life_IAF
5942,Ethiopia,2008,life,Life Expectancy,61.9,LIC,0,,,Ethiopia_2008_life_LIC
5943,Ethiopia,2008,life,Life Expectancy,61.9,MCC,0,,,Ethiopia_2008_life_MCC
5944,Ethiopia,2008,life,Life Expectancy,61.9,NSF,0,,,Ethiopia_2008_life_NSF
5945,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,ADF,0,,,Ethiopia_2008_obesitya_ADF
5946,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,DFC,0,,,Ethiopia_2008_obesitya_DFC
5947,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,DOC,0,,,Ethiopia_2008_obesitya_DOC
5948,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,DOL,0,,,Ethiopia_2008_obesitya_DOL
5949,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,DOT,0,,,Ethiopia_2008_obesitya_DOT
5950,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,EPA,0,,,Ethiopia_2008_obesitya_EPA
5951,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,FTC,0,,,Ethiopia_2008_obesitya_FTC
5952,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,IAF,0,,,Ethiopia_2008_obesitya_IAF
5953,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,LIC,0,,,Ethiopia_2008_obesitya_LIC
5954,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,MCC,0,,,Ethiopia_2008_obesitya_MCC
5955,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,NSF,0,,,Ethiopia_2008_obesitya_NSF
5956,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,ADF,0,,,Ethiopia_2008_u5mr_ADF
5957,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,DFC,0,,,Ethiopia_2008_u5mr_DFC
5958,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,DOC,0,,,Ethiopia_2008_u5mr_DOC
5959,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,DOL,0,,,Ethiopia_2008_u5mr_DOL
5960,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,DOT,0,,,Ethiopia_2008_u5mr_DOT
5961,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,EPA,0,,,Ethiopia_2008_u5mr_EPA
5962,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,FTC,0,,,Ethiopia_2008_u5mr_FTC
5963,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,IAF,0,,,Ethiopia_2008_u5mr_IAF
5964,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,LIC,0,,,Ethiopia_2008_u5mr_LIC
5965,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,MCC,0,,,Ethiopia_2008_u5mr_MCC
5966,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,NSF,0,,,Ethiopia_2008_u5mr_NSF
5967,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,ADF,0,,,Ethiopia_2009_alcohol_ADF
5968,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DFC,0,,,Ethiopia_2009_alcohol_DFC
5969,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOC,0,,,Ethiopia_2009_alcohol_DOC
5970,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOL,0,,,Ethiopia_2009_alcohol_DOL
5971,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOT,0,,,Ethiopia_2009_alcohol_DOT
5972,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,EPA,0,,,Ethiopia_2009_alcohol_EPA
5973,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,FTC,0,,,Ethiopia_2009_alcohol_FTC
5974,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,IAF,0,,,Ethiopia_2009_alcohol_IAF
5975,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,LIC,0,,,Ethiopia_2009_alcohol_LIC
5976,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,MCC,0,,,Ethiopia_2009_alcohol_MCC
5977,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,NSF,0,,,Ethiopia_2009_alcohol_NSF
5978,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,TDA,0,,,Ethiopia_2009_alcohol_TDA
5979,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,ADF,0,,,Ethiopia_2009_hh_ADF
5980,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,DFC,0,,,Ethiopia_2009_hh_DFC
5981,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,DOC,0,,,Ethiopia_2009_hh_DOC
5982,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,DOL,0,,,Ethiopia_2009_hh_DOL
5983,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,DOT,0,,,Ethiopia_2009_hh_DOT
5984,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,EPA,0,,,Ethiopia_2009_hh_EPA
5985,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,FTC,0,,,Ethiopia_2009_hh_FTC
5986,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,IAF,0,,,Ethiopia_2009_hh_IAF
5987,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,LIC,0,,,Ethiopia_2009_hh_LIC
5988,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,MCC,0,,,Ethiopia_2009_hh_MCC
5989,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,NSF,0,,,Ethiopia_2009_hh_NSF
5990,Ethiopia,2009,hh,Population using safely managed drinking water services (%),19.0,TDA,0,,,Ethiopia_2009_hh_TDA
5991,Ethiopia,2009,life,Life Expectancy,63.0,ADF,0,,,Ethiopia_2009_life_ADF
5992,Ethiopia,2009,life,Life Expectancy,63.0,DFC,0,,,Ethiopia_2009_life_DFC
5993,Ethiopia,2009,life,Life Expectancy,63.0,DOC,0,,,Ethiopia_2009_life_DOC
5994,Ethiopia,2009,life,Life Expectancy,63.0,DOL,0,,,Ethiopia_2009_life_DOL
5995,Ethiopia,2009,life,Life Expectancy,63.0,DOT,0,,,Ethiopia_2009_life_DOT
5996,Ethiopia,2009,life,Life Expectancy,63.0,EPA,0,,,Ethiopia_2009_life_EPA
5997,Ethiopia,2009,life,Life Expectancy,63.0,FTC,0,,,Ethiopia_2009_life_FTC
5998,Ethiopia,2009,life,Life Expectancy,63.0,IAF,0,,,Ethiopia_2009_life_IAF
5999,Ethiopia,2009,life,Life Expectancy,63.0,LIC,0,,,Ethiopia_2009_life_LIC
6000,Ethiopia,2009,life,Life Expectancy,63.0,MCC,0,,,Ethiopia_2009_life_MCC
6001,Ethiopia,2009,life,Life Expectancy,63.0,NSF,0,,,Ethiopia_2009_life_NSF
6002,Ethiopia,2009,life,Life Expectancy,63.0,TDA,0,,,Ethiopia_2009_life_TDA
6003,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,ADF,0,,,Ethiopia_2009_obesitya_ADF
6004,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,DFC,0,,,Ethiopia_2009_obesitya_DFC
6005,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,DOC,0,,,Ethiopia_2009_obesitya_DOC
6006,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,DOL,0,,,Ethiopia_2009_obesitya_DOL
